"conceptURI","code_xml","code_ted","op_code"
"http://publications.europa.eu/resource/authority/language/GDM","gdm",,"GDM"
"http://publications.europa.eu/resource/authority/language/GDN","gdn",,"GDN"
"http://publications.europa.eu/resource/authority/language/GDO","gdo",,"GDO"
"http://publications.europa.eu/resource/authority/language/GDQ","gdq",,"GDQ"
"http://publications.europa.eu/resource/authority/language/GDR","gdr",,"GDR"
"http://publications.europa.eu/resource/authority/language/GDU","gdu",,"GDU"
"http://publications.europa.eu/resource/authority/language/GDX","gdx",,"GDX"
"http://publications.europa.eu/resource/authority/language/GEA","gea",,"GEA"
"http://publications.europa.eu/resource/authority/language/GEB","geb",,"GEB"
"http://publications.europa.eu/resource/authority/language/GEC","gec",,"GEC"
"http://publications.europa.eu/resource/authority/language/GED","ged",,"GED"
"http://publications.europa.eu/resource/authority/language/GEG","geg",,"GEG"
"http://publications.europa.eu/resource/authority/language/GEH","geh",,"GEH"
"http://publications.europa.eu/resource/authority/language/GEI","gei",,"GEI"
"http://publications.europa.eu/resource/authority/language/GEJ","gej",,"GEJ"
"http://publications.europa.eu/resource/authority/language/GEK","gek",,"GEK"
"http://publications.europa.eu/resource/authority/language/GEL","gel",,"GEL"
"http://publications.europa.eu/resource/authority/language/GEQ","geq",,"GEQ"
"http://publications.europa.eu/resource/authority/language/GES","ges",,"GES"
"http://publications.europa.eu/resource/authority/language/GEW","gew",,"GEW"
"http://publications.europa.eu/resource/authority/language/GEX","gex",,"GEX"
"http://publications.europa.eu/resource/authority/language/GEY","gey",,"GEY"
"http://publications.europa.eu/resource/authority/language/GEZ","gez",,"GEZ"
"http://publications.europa.eu/resource/authority/language/GFK","gfk",,"GFK"
"http://publications.europa.eu/resource/authority/language/GFT","gft",,"GFT"
"http://publications.europa.eu/resource/authority/language/GGA","gga",,"GGA"
"http://publications.europa.eu/resource/authority/language/GGB","ggb",,"GGB"
"http://publications.europa.eu/resource/authority/language/GGD","ggd",,"GGD"
"http://publications.europa.eu/resource/authority/language/GGE","gge",,"GGE"
"http://publications.europa.eu/resource/authority/language/GGG","ggg",,"GGG"
"http://publications.europa.eu/resource/authority/language/GGK","ggk",,"GGK"
"http://publications.europa.eu/resource/authority/language/GGL","ggl",,"GGL"
"http://publications.europa.eu/resource/authority/language/GGN","ggn",,"GGN"
"http://publications.europa.eu/resource/authority/language/GGO","ggo",,"GGO"
"http://publications.europa.eu/resource/authority/language/GGR","ggr",,"GGR"
"http://publications.europa.eu/resource/authority/language/GGT","ggt",,"GGT"
"http://publications.europa.eu/resource/authority/language/GGU","ggu",,"GGU"
"http://publications.europa.eu/resource/authority/language/GGW","ggw",,"GGW"
"http://publications.europa.eu/resource/authority/language/GHA","gha",,"GHA"
"http://publications.europa.eu/resource/authority/language/GHC","ghc",,"GHC"
"http://publications.europa.eu/resource/authority/language/GHE","ghe",,"GHE"
"http://publications.europa.eu/resource/authority/language/GHH","ghh",,"GHH"
"http://publications.europa.eu/resource/authority/language/GHK","ghk",,"GHK"
"http://publications.europa.eu/resource/authority/language/GHL","ghl",,"GHL"
"http://publications.europa.eu/resource/authority/language/GHN","ghn",,"GHN"
"http://publications.europa.eu/resource/authority/language/GHO","gho",,"GHO"
"http://publications.europa.eu/resource/authority/language/GHR","ghr",,"GHR"
"http://publications.europa.eu/resource/authority/language/GHS","ghs",,"GHS"
"http://publications.europa.eu/resource/authority/language/GHT","ght",,"GHT"
"http://publications.europa.eu/resource/authority/language/GIA","gia",,"GIA"
"http://publications.europa.eu/resource/authority/language/GIB","gib",,"GIB"
"http://publications.europa.eu/resource/authority/language/GIC","gic",,"GIC"
"http://publications.europa.eu/resource/authority/language/GID","gid",,"GID"
"http://publications.europa.eu/resource/authority/language/GIG","gig",,"GIG"
"http://publications.europa.eu/resource/authority/language/GIL","gil",,"GIL"
"http://publications.europa.eu/resource/authority/language/GIM","gim",,"GIM"
"http://publications.europa.eu/resource/authority/language/GIN","gin",,"GIN"
"http://publications.europa.eu/resource/authority/language/GIO","gio",,"GIO"
"http://publications.europa.eu/resource/authority/language/GIP","gip",,"GIP"
"http://publications.europa.eu/resource/authority/language/GIQ","giq",,"GIQ"
"http://publications.europa.eu/resource/authority/language/GIR","gir",,"GIR"
"http://publications.europa.eu/resource/authority/language/GIS","gis",,"GIS"
"http://publications.europa.eu/resource/authority/language/GIT","git",,"GIT"
"http://publications.europa.eu/resource/authority/language/GIW","giw",,"GIW"
"http://publications.europa.eu/resource/authority/language/GIX","gix",,"GIX"
"http://publications.europa.eu/resource/authority/language/GIY","giy",,"GIY"
"http://publications.europa.eu/resource/authority/language/GIZ","giz",,"GIZ"
"http://publications.europa.eu/resource/authority/language/GJI","gji",,"GJI"
"http://publications.europa.eu/resource/authority/language/GJK","gjk",,"GJK"
"http://publications.europa.eu/resource/authority/language/GJN","gjn",,"GJN"
"http://publications.europa.eu/resource/authority/language/GJU","gju",,"GJU"
"http://publications.europa.eu/resource/authority/language/GKA","gka",,"GKA"
"http://publications.europa.eu/resource/authority/language/GKE","gke",,"GKE"
"http://publications.europa.eu/resource/authority/language/GKN","gkn",,"GKN"
"http://publications.europa.eu/resource/authority/language/GKP","gkp",,"GKP"
"http://publications.europa.eu/resource/authority/language/GLC","glc",,"GLC"
"http://publications.europa.eu/resource/authority/language/GLD","gld",,"GLD"
"http://publications.europa.eu/resource/authority/language/GLH","glh",,"GLH"
"http://publications.europa.eu/resource/authority/language/GLI","gli",,"GLI"
"http://publications.europa.eu/resource/authority/language/GLJ","glj",,"GLJ"
"http://publications.europa.eu/resource/authority/language/GLK","glk",,"GLK"
"http://publications.europa.eu/resource/authority/language/GLO","glo",,"GLO"
"http://publications.europa.eu/resource/authority/language/GLR","glr",,"GLR"
"http://publications.europa.eu/resource/authority/language/GLU","glu",,"GLU"
"http://publications.europa.eu/resource/authority/language/GLV","gv",,"GLV"
"http://publications.europa.eu/resource/authority/language/GLW","glw",,"GLW"
"http://publications.europa.eu/resource/authority/language/GLY","gly",,"GLY"
"http://publications.europa.eu/resource/authority/language/GMA","gma",,"GMA"
"http://publications.europa.eu/resource/authority/language/GMB","gmb",,"GMB"
"http://publications.europa.eu/resource/authority/language/GMD","gmd",,"GMD"
"http://publications.europa.eu/resource/authority/language/GMH","gmh",,"GMH"
"http://publications.europa.eu/resource/authority/language/GML","gml",,"GML"
"http://publications.europa.eu/resource/authority/language/GMM","gmm",,"GMM"
"http://publications.europa.eu/resource/authority/language/GMN","gmn",,"GMN"
"http://publications.europa.eu/resource/authority/language/GMU","gmu",,"GMU"
"http://publications.europa.eu/resource/authority/language/GMV","gmv",,"GMV"
"http://publications.europa.eu/resource/authority/language/GMX","gmx",,"GMX"
"http://publications.europa.eu/resource/authority/language/GMY","gmy",,"GMY"
"http://publications.europa.eu/resource/authority/language/GNA","gna",,"GNA"
"http://publications.europa.eu/resource/authority/language/GNB","gnb",,"GNB"
"http://publications.europa.eu/resource/authority/language/GNC","gnc",,"GNC"
"http://publications.europa.eu/resource/authority/language/GND","gnd",,"GND"
"http://publications.europa.eu/resource/authority/language/GNE","gne",,"GNE"
"http://publications.europa.eu/resource/authority/language/GNG","gng",,"GNG"
"http://publications.europa.eu/resource/authority/language/GNH","gnh",,"GNH"
"http://publications.europa.eu/resource/authority/language/GNI","gni",,"GNI"
"http://publications.europa.eu/resource/authority/language/GNK","gnk",,"GNK"
"http://publications.europa.eu/resource/authority/language/GNL","gnl",,"GNL"
"http://publications.europa.eu/resource/authority/language/GNM","gnm",,"GNM"
"http://publications.europa.eu/resource/authority/language/GNN","gnn",,"GNN"
"http://publications.europa.eu/resource/authority/language/GNO","gno",,"GNO"
"http://publications.europa.eu/resource/authority/language/GNQ","gnq",,"GNQ"
"http://publications.europa.eu/resource/authority/language/GNR","gnr",,"GNR"
"http://publications.europa.eu/resource/authority/language/GNT","gnt",,"GNT"
"http://publications.europa.eu/resource/authority/language/GNU","gnu",,"GNU"
"http://publications.europa.eu/resource/authority/language/GNW","gnw",,"GNW"
"http://publications.europa.eu/resource/authority/language/GNZ","gnz",,"GNZ"
"http://publications.europa.eu/resource/authority/language/GOA","goa",,"GOA"
"http://publications.europa.eu/resource/authority/language/GOB","gob",,"GOB"
"http://publications.europa.eu/resource/authority/language/GOC","goc",,"GOC"
"http://publications.europa.eu/resource/authority/language/GOD","god",,"GOD"
"http://publications.europa.eu/resource/authority/language/GOE","goe",,"GOE"
"http://publications.europa.eu/resource/authority/language/GOF","gof",,"GOF"
"http://publications.europa.eu/resource/authority/language/GOG","gog",,"GOG"
"http://publications.europa.eu/resource/authority/language/GOH","goh",,"GOH"
"http://publications.europa.eu/resource/authority/language/GOI","goi",,"GOI"
"http://publications.europa.eu/resource/authority/language/GOJ","goj",,"GOJ"
"http://publications.europa.eu/resource/authority/language/GOK","gok",,"GOK"
"http://publications.europa.eu/resource/authority/language/GOL","gol",,"GOL"
"http://publications.europa.eu/resource/authority/language/GOM","gom",,"GOM"
"http://publications.europa.eu/resource/authority/language/GON","gon",,"GON"
"http://publications.europa.eu/resource/authority/language/GOO","goo",,"GOO"
"http://publications.europa.eu/resource/authority/language/GOP","gop",,"GOP"
"http://publications.europa.eu/resource/authority/language/GOQ","goq",,"GOQ"
"http://publications.europa.eu/resource/authority/language/GOR","gor",,"GOR"
"http://publications.europa.eu/resource/authority/language/GOS","gos",,"GOS"
"http://publications.europa.eu/resource/authority/language/GOT","got",,"GOT"
"http://publications.europa.eu/resource/authority/language/GOU","gou",,"GOU"
"http://publications.europa.eu/resource/authority/language/GOW","gow",,"GOW"
"http://publications.europa.eu/resource/authority/language/GOX","gox",,"GOX"
"http://publications.europa.eu/resource/authority/language/GOY","goy",,"GOY"
"http://publications.europa.eu/resource/authority/language/GOZ","goz",,"GOZ"
"http://publications.europa.eu/resource/authority/language/GPA","gpa",,"GPA"
"http://publications.europa.eu/resource/authority/language/GPN","gpn",,"GPN"
"http://publications.europa.eu/resource/authority/language/GQA","gqa",,"GQA"
"http://publications.europa.eu/resource/authority/language/GQI","gqi",,"GQI"
"http://publications.europa.eu/resource/authority/language/GQN","gqn",,"GQN"
"http://publications.europa.eu/resource/authority/language/GQR","gqr",,"GQR"
"http://publications.europa.eu/resource/authority/language/GRA","gra",,"GRA"
"http://publications.europa.eu/resource/authority/language/GRB","grb",,"GRB"
"http://publications.europa.eu/resource/authority/language/GRC","grc",,"GRC"
"http://publications.europa.eu/resource/authority/language/GRD","grd",,"GRD"
"http://publications.europa.eu/resource/authority/language/GRG","grg",,"GRG"
"http://publications.europa.eu/resource/authority/language/GRH","grh",,"GRH"
"http://publications.europa.eu/resource/authority/language/GRI","gri",,"GRI"
"http://publications.europa.eu/resource/authority/language/GRJ","grj",,"GRJ"
"http://publications.europa.eu/resource/authority/language/GRM","grm",,"GRM"
"http://publications.europa.eu/resource/authority/language/GRN","gn",,"GRN"
"http://publications.europa.eu/resource/authority/language/GRO","gro",,"GRO"
"http://publications.europa.eu/resource/authority/language/GRQ","grq",,"GRQ"
"http://publications.europa.eu/resource/authority/language/GRR","grr",,"GRR"
"http://publications.europa.eu/resource/authority/language/GRS","grs",,"GRS"
"http://publications.europa.eu/resource/authority/language/GRT","grt",,"GRT"
"http://publications.europa.eu/resource/authority/language/GRU","gru",,"GRU"
"http://publications.europa.eu/resource/authority/language/GRV","grv",,"GRV"
"http://publications.europa.eu/resource/authority/language/GRW","grw",,"GRW"
"http://publications.europa.eu/resource/authority/language/GRX","grx",,"GRX"
"http://publications.europa.eu/resource/authority/language/GRY","gry",,"GRY"
"http://publications.europa.eu/resource/authority/language/GRZ","grz",,"GRZ"
"http://publications.europa.eu/resource/authority/language/GSE","gse",,"GSE"
"http://publications.europa.eu/resource/authority/language/GSG","gsg",,"GSG"
"http://publications.europa.eu/resource/authority/language/GSL","gsl",,"GSL"
"http://publications.europa.eu/resource/authority/language/GSM","gsm",,"GSM"
"http://publications.europa.eu/resource/authority/language/GSN","gsn",,"GSN"
"http://publications.europa.eu/resource/authority/language/GSO","gso",,"GSO"
"http://publications.europa.eu/resource/authority/language/GSP","gsp",,"GSP"
"http://publications.europa.eu/resource/authority/language/GSS","gss",,"GSS"
"http://publications.europa.eu/resource/authority/language/GSW","gsw",,"GSW"
"http://publications.europa.eu/resource/authority/language/GTA","gta",,"GTA"
"http://publications.europa.eu/resource/authority/language/GTI","gti",,"GTI"
"http://publications.europa.eu/resource/authority/language/GUA","gua",,"GUA"
"http://publications.europa.eu/resource/authority/language/GUB","gub",,"GUB"
"http://publications.europa.eu/resource/authority/language/GUC","guc",,"GUC"
"http://publications.europa.eu/resource/authority/language/GUD","gud",,"GUD"
"http://publications.europa.eu/resource/authority/language/GUE","gue",,"GUE"
"http://publications.europa.eu/resource/authority/language/GUF","guf",,"GUF"
"http://publications.europa.eu/resource/authority/language/GUG","gug",,"GUG"
"http://publications.europa.eu/resource/authority/language/GUH","guh",,"GUH"
"http://publications.europa.eu/resource/authority/language/GUI","gui",,"GUI"
"http://publications.europa.eu/resource/authority/language/GUJ","gu",,"GUJ"
"http://publications.europa.eu/resource/authority/language/GUK","guk",,"GUK"
"http://publications.europa.eu/resource/authority/language/GUL","gul",,"GUL"
"http://publications.europa.eu/resource/authority/language/GUM","gum",,"GUM"
"http://publications.europa.eu/resource/authority/language/GUN","gun",,"GUN"
"http://publications.europa.eu/resource/authority/language/GUO","guo",,"GUO"
"http://publications.europa.eu/resource/authority/language/GUP","gup",,"GUP"
"http://publications.europa.eu/resource/authority/language/GUQ","guq",,"GUQ"
"http://publications.europa.eu/resource/authority/language/GUR","gur",,"GUR"
"http://publications.europa.eu/resource/authority/language/GUS","gus",,"GUS"
"http://publications.europa.eu/resource/authority/language/GUT","gut",,"GUT"
"http://publications.europa.eu/resource/authority/language/GUU","guu",,"GUU"
"http://publications.europa.eu/resource/authority/language/GUV","guv",,"GUV"
"http://publications.europa.eu/resource/authority/language/GUW","guw",,"GUW"
"http://publications.europa.eu/resource/authority/language/GUX","gux",,"GUX"
"http://publications.europa.eu/resource/authority/language/GUZ","guz",,"GUZ"
"http://publications.europa.eu/resource/authority/language/GVA","gva",,"GVA"
"http://publications.europa.eu/resource/authority/language/GVC","gvc",,"GVC"
"http://publications.europa.eu/resource/authority/language/GVE","gve",,"GVE"
"http://publications.europa.eu/resource/authority/language/GVF","gvf",,"GVF"
"http://publications.europa.eu/resource/authority/language/GVJ","gvj",,"GVJ"
"http://publications.europa.eu/resource/authority/language/GVL","gvl",,"GVL"
"http://publications.europa.eu/resource/authority/language/GVM","gvm",,"GVM"
"http://publications.europa.eu/resource/authority/language/GVN","gvn",,"GVN"
"http://publications.europa.eu/resource/authority/language/GVO","gvo",,"GVO"
"http://publications.europa.eu/resource/authority/language/GVP","gvp",,"GVP"
"http://publications.europa.eu/resource/authority/language/GVR","gvr",,"GVR"
"http://publications.europa.eu/resource/authority/language/GVS","gvs",,"GVS"
"http://publications.europa.eu/resource/authority/language/GVY","gvy",,"GVY"
"http://publications.europa.eu/resource/authority/language/GWA","gwa",,"GWA"
"http://publications.europa.eu/resource/authority/language/GWB","gwb",,"GWB"
"http://publications.europa.eu/resource/authority/language/GWC","gwc",,"GWC"
"http://publications.europa.eu/resource/authority/language/GWD","gwd",,"GWD"
"http://publications.europa.eu/resource/authority/language/GWE","gwe",,"GWE"
"http://publications.europa.eu/resource/authority/language/GWF","gwf",,"GWF"
"http://publications.europa.eu/resource/authority/language/GWG","gwg",,"GWG"
"http://publications.europa.eu/resource/authority/language/GWI","gwi",,"GWI"
"http://publications.europa.eu/resource/authority/language/GWJ","gwj",,"GWJ"
"http://publications.europa.eu/resource/authority/language/GWN","gwn",,"GWN"
"http://publications.europa.eu/resource/authority/language/GWR","gwr",,"GWR"
"http://publications.europa.eu/resource/authority/language/GWT","gwt",,"GWT"
"http://publications.europa.eu/resource/authority/language/GWU","gwu",,"GWU"
"http://publications.europa.eu/resource/authority/language/GWW","gww",,"GWW"
"http://publications.europa.eu/resource/authority/language/GWX","gwx",,"GWX"
"http://publications.europa.eu/resource/authority/language/GXX","gxx",,"GXX"
"http://publications.europa.eu/resource/authority/language/GYA","gya",,"GYA"
"http://publications.europa.eu/resource/authority/language/GYB","gyb",,"GYB"
"http://publications.europa.eu/resource/authority/language/GYD","gyd",,"GYD"
"http://publications.europa.eu/resource/authority/language/GYE","gye",,"GYE"
"http://publications.europa.eu/resource/authority/language/GYF","gyf",,"GYF"
"http://publications.europa.eu/resource/authority/language/GYG","gyg",,"GYG"
"http://publications.europa.eu/resource/authority/language/GYI","gyi",,"GYI"
"http://publications.europa.eu/resource/authority/language/GYL","gyl",,"GYL"
"http://publications.europa.eu/resource/authority/language/GYM","gym",,"GYM"
"http://publications.europa.eu/resource/authority/language/GYN","gyn",,"GYN"
"http://publications.europa.eu/resource/authority/language/GYR","gyr",,"GYR"
"http://publications.europa.eu/resource/authority/language/GYY","gyy",,"GYY"
"http://publications.europa.eu/resource/authority/language/GZA","gza",,"GZA"
"http://publications.europa.eu/resource/authority/language/GZI","gzi",,"GZI"
"http://publications.europa.eu/resource/authority/language/GZN","gzn",,"GZN"
"http://publications.europa.eu/resource/authority/language/HAA","haa",,"HAA"
"http://publications.europa.eu/resource/authority/language/HAB","hab",,"HAB"
"http://publications.europa.eu/resource/authority/language/HAC","hac",,"HAC"
"http://publications.europa.eu/resource/authority/language/HAD","had",,"HAD"
"http://publications.europa.eu/resource/authority/language/HAE","hae",,"HAE"
"http://publications.europa.eu/resource/authority/language/HAF","haf",,"HAF"
"http://publications.europa.eu/resource/authority/language/HAG","hag",,"HAG"
"http://publications.europa.eu/resource/authority/language/HAH","hah",,"HAH"
"http://publications.europa.eu/resource/authority/language/HAI","hai",,"HAI"
"http://publications.europa.eu/resource/authority/language/HAJ","haj",,"HAJ"
"http://publications.europa.eu/resource/authority/language/HAK","hak",,"HAK"
"http://publications.europa.eu/resource/authority/language/HAL","hal",,"HAL"
"http://publications.europa.eu/resource/authority/language/HAM","ham",,"HAM"
"http://publications.europa.eu/resource/authority/language/HAN","han",,"HAN"
"http://publications.europa.eu/resource/authority/language/HAO","hao",,"HAO"
"http://publications.europa.eu/resource/authority/language/HAP","hap",,"HAP"
"http://publications.europa.eu/resource/authority/language/HAQ","haq",,"HAQ"
"http://publications.europa.eu/resource/authority/language/HAR","har",,"HAR"
"http://publications.europa.eu/resource/authority/language/HAS","has",,"HAS"
"http://publications.europa.eu/resource/authority/language/HAT","ht",,"HAT"
"http://publications.europa.eu/resource/authority/language/HAU","ha",,"HAU"
"http://publications.europa.eu/resource/authority/language/HAV","hav",,"HAV"
"http://publications.europa.eu/resource/authority/language/HAW","haw",,"HAW"
"http://publications.europa.eu/resource/authority/language/HAX","hax",,"HAX"
"http://publications.europa.eu/resource/authority/language/HAY","hay",,"HAY"
"http://publications.europa.eu/resource/authority/language/HAZ","haz",,"HAZ"
"http://publications.europa.eu/resource/authority/language/HBA","hba",,"HBA"
"http://publications.europa.eu/resource/authority/language/HBB","hbb",,"HBB"
"http://publications.europa.eu/resource/authority/language/HBN","hbn",,"HBN"
"http://publications.europa.eu/resource/authority/language/HBO","hbo",,"HBO"
"http://publications.europa.eu/resource/authority/language/HBU","hbu",,"HBU"
"http://publications.europa.eu/resource/authority/language/HCA","hca",,"HCA"
"http://publications.europa.eu/resource/authority/language/HCH","hch",,"HCH"
"http://publications.europa.eu/resource/authority/language/HDN","hdn",,"HDN"
"http://publications.europa.eu/resource/authority/language/HDS","hds",,"HDS"
"http://publications.europa.eu/resource/authority/language/HDY","hdy",,"HDY"
"http://publications.europa.eu/resource/authority/language/HEA","hea",,"HEA"
"http://publications.europa.eu/resource/authority/language/HED","hed",,"HED"
"http://publications.europa.eu/resource/authority/language/HEG","heg",,"HEG"
"http://publications.europa.eu/resource/authority/language/HEH","heh",,"HEH"
"http://publications.europa.eu/resource/authority/language/HEI","hei",,"HEI"
"http://publications.europa.eu/resource/authority/language/HEM","hem",,"HEM"
"http://publications.europa.eu/resource/authority/language/HER","hz",,"HER"
"http://publications.europa.eu/resource/authority/language/HGM","hgm",,"HGM"
"http://publications.europa.eu/resource/authority/language/HGW","hgw",,"HGW"
"http://publications.europa.eu/resource/authority/language/HHI","hhi",,"HHI"
"http://publications.europa.eu/resource/authority/language/HHR","hhr",,"HHR"
"http://publications.europa.eu/resource/authority/language/HHY","hhy",,"HHY"
"http://publications.europa.eu/resource/authority/language/HIA","hia",,"HIA"
"http://publications.europa.eu/resource/authority/language/HIB","hib",,"HIB"
"http://publications.europa.eu/resource/authority/language/HID","hid",,"HID"
"http://publications.europa.eu/resource/authority/language/HIF","hif",,"HIF"
"http://publications.europa.eu/resource/authority/language/HIG","hig",,"HIG"
"http://publications.europa.eu/resource/authority/language/HIH","hih",,"HIH"
"http://publications.europa.eu/resource/authority/language/HII","hii",,"HII"
"http://publications.europa.eu/resource/authority/language/HIJ","hij",,"HIJ"
"http://publications.europa.eu/resource/authority/language/HIK","hik",,"HIK"
"http://publications.europa.eu/resource/authority/language/HIL","hil",,"HIL"
"http://publications.europa.eu/resource/authority/language/HIO","hio",,"HIO"
"http://publications.europa.eu/resource/authority/language/HIR","hir",,"HIR"
"http://publications.europa.eu/resource/authority/language/HIT","hit",,"HIT"
"http://publications.europa.eu/resource/authority/language/HIW","hiw",,"HIW"
"http://publications.europa.eu/resource/authority/language/HIX","hix",,"HIX"
"http://publications.europa.eu/resource/authority/language/HJI","hji",,"HJI"
"http://publications.europa.eu/resource/authority/language/HKA","hka",,"HKA"
"http://publications.europa.eu/resource/authority/language/HKE","hke",,"HKE"
"http://publications.europa.eu/resource/authority/language/HKK","hkk",,"HKK"
"http://publications.europa.eu/resource/authority/language/HKS","hks",,"HKS"
"http://publications.europa.eu/resource/authority/language/HLA","hla",,"HLA"
"http://publications.europa.eu/resource/authority/language/HLB","hlb",,"HLB"
"http://publications.europa.eu/resource/authority/language/HLD","hld",,"HLD"
"http://publications.europa.eu/resource/authority/language/HLE","hle",,"HLE"
"http://publications.europa.eu/resource/authority/language/HLT","hlt",,"HLT"
"http://publications.europa.eu/resource/authority/language/HLU","hlu",,"HLU"
"http://publications.europa.eu/resource/authority/language/HMA","hma",,"HMA"
"http://publications.europa.eu/resource/authority/language/HMB","hmb",,"HMB"
"http://publications.europa.eu/resource/authority/language/HMC","hmc",,"HMC"
"http://publications.europa.eu/resource/authority/language/HMD","hmd",,"HMD"
"http://publications.europa.eu/resource/authority/language/HME","hme",,"HME"
"http://publications.europa.eu/resource/authority/language/HMF","hmf",,"HMF"
"http://publications.europa.eu/resource/authority/language/HMG","hmg",,"HMG"
"http://publications.europa.eu/resource/authority/language/HMH","hmh",,"HMH"
"http://publications.europa.eu/resource/authority/language/HMI","hmi",,"HMI"
"http://publications.europa.eu/resource/authority/language/HMJ","hmj",,"HMJ"
"http://publications.europa.eu/resource/authority/language/HMK","hmk",,"HMK"
"http://publications.europa.eu/resource/authority/language/HML","hml",,"HML"
"http://publications.europa.eu/resource/authority/language/HMM","hmm",,"HMM"
"http://publications.europa.eu/resource/authority/language/HMN","hmn",,"HMN"
"http://publications.europa.eu/resource/authority/language/HMO","ho",,"HMO"
"http://publications.europa.eu/resource/authority/language/HMP","hmp",,"HMP"
"http://publications.europa.eu/resource/authority/language/HMQ","hmq",,"HMQ"
"http://publications.europa.eu/resource/authority/language/HMR","hmr",,"HMR"
"http://publications.europa.eu/resource/authority/language/HMS","hms",,"HMS"
"http://publications.europa.eu/resource/authority/language/HMT","hmt",,"HMT"
"http://publications.europa.eu/resource/authority/language/HMU","hmu",,"HMU"
"http://publications.europa.eu/resource/authority/language/HMV","hmv",,"HMV"
"http://publications.europa.eu/resource/authority/language/HMW","hmw",,"HMW"
"http://publications.europa.eu/resource/authority/language/HMY","hmy",,"HMY"
"http://publications.europa.eu/resource/authority/language/HMZ","hmz",,"HMZ"
"http://publications.europa.eu/resource/authority/language/HNA","hna",,"HNA"
"http://publications.europa.eu/resource/authority/language/HND","hnd",,"HND"
"http://publications.europa.eu/resource/authority/language/HNE","hne",,"HNE"
"http://publications.europa.eu/resource/authority/language/HNH","hnh",,"HNH"
"http://publications.europa.eu/resource/authority/language/HNI","hni",,"HNI"
"http://publications.europa.eu/resource/authority/language/HNJ","hnj",,"HNJ"
"http://publications.europa.eu/resource/authority/language/HNN","hnn",,"HNN"
"http://publications.europa.eu/resource/authority/language/HNO","hno",,"HNO"
"http://publications.europa.eu/resource/authority/language/HNS","hns",,"HNS"
"http://publications.europa.eu/resource/authority/language/HNU","hnu",,"HNU"
"http://publications.europa.eu/resource/authority/language/HOA","hoa",,"HOA"
"http://publications.europa.eu/resource/authority/language/HOB","hob",,"HOB"
"http://publications.europa.eu/resource/authority/language/HOC","hoc",,"HOC"
"http://publications.europa.eu/resource/authority/language/HOD","hod",,"HOD"
"http://publications.europa.eu/resource/authority/language/HOE","hoe",,"HOE"
"http://publications.europa.eu/resource/authority/language/HOH","hoh",,"HOH"
"http://publications.europa.eu/resource/authority/language/HOI","hoi",,"HOI"
"http://publications.europa.eu/resource/authority/language/HOJ","hoj",,"HOJ"
"http://publications.europa.eu/resource/authority/language/HOL","hol",,"HOL"
"http://publications.europa.eu/resource/authority/language/HOM","hom",,"HOM"
"http://publications.europa.eu/resource/authority/language/HOO","hoo",,"HOO"
"http://publications.europa.eu/resource/authority/language/HOP","hop",,"HOP"
"http://publications.europa.eu/resource/authority/language/HOR","hor",,"HOR"
"http://publications.europa.eu/resource/authority/language/HOS","hos",,"HOS"
"http://publications.europa.eu/resource/authority/language/HOT","hot",,"HOT"
"http://publications.europa.eu/resource/authority/language/HOV","hov",,"HOV"
"http://publications.europa.eu/resource/authority/language/HOW","how",,"HOW"
"http://publications.europa.eu/resource/authority/language/HOY","hoy",,"HOY"
"http://publications.europa.eu/resource/authority/language/HOZ","hoz",,"HOZ"
"http://publications.europa.eu/resource/authority/language/HPO","hpo",,"HPO"
"http://publications.europa.eu/resource/authority/language/HPS","hps",,"HPS"
"http://publications.europa.eu/resource/authority/language/HRA","hra",,"HRA"
"http://publications.europa.eu/resource/authority/language/HRE","hre",,"HRE"
"http://publications.europa.eu/resource/authority/language/HRK","hrk",,"HRK"
"http://publications.europa.eu/resource/authority/language/HRM","hrm",,"HRM"
"http://publications.europa.eu/resource/authority/language/HRO","hro",,"HRO"
"http://publications.europa.eu/resource/authority/language/HRR","hrr",,"HRR"
"http://publications.europa.eu/resource/authority/language/HRT","hrt",,"HRT"
"http://publications.europa.eu/resource/authority/language/HRU","hru",,"HRU"
"http://publications.europa.eu/resource/authority/language/HRX","hrx",,"HRX"
"http://publications.europa.eu/resource/authority/language/HRZ","hrz",,"HRZ"
"http://publications.europa.eu/resource/authority/language/HSB","hsb",,"HSB"
"http://publications.europa.eu/resource/authority/language/HSH","hsh",,"HSH"
"http://publications.europa.eu/resource/authority/language/HSL","hsl",,"HSL"
"http://publications.europa.eu/resource/authority/language/HSN","hsn",,"HSN"
"http://publications.europa.eu/resource/authority/language/HSS","hss",,"HSS"
"http://publications.europa.eu/resource/authority/language/HTI","hti",,"HTI"
"http://publications.europa.eu/resource/authority/language/HTO","hto",,"HTO"
"http://publications.europa.eu/resource/authority/language/HTS","hts",,"HTS"
"http://publications.europa.eu/resource/authority/language/HTU","htu",,"HTU"
"http://publications.europa.eu/resource/authority/language/HTX","htx",,"HTX"
"http://publications.europa.eu/resource/authority/language/HUB","hub",,"HUB"
"http://publications.europa.eu/resource/authority/language/HUC","huc",,"HUC"
"http://publications.europa.eu/resource/authority/language/HUD","hud",,"HUD"
"http://publications.europa.eu/resource/authority/language/HUE","hue",,"HUE"
"http://publications.europa.eu/resource/authority/language/HUF","huf",,"HUF"
"http://publications.europa.eu/resource/authority/language/HUG","hug",,"HUG"
